tweet_cleaned,class
shade shut bitch as,1
always thought golden oreo original oreo god climaxed,2
innovative idea unresolved issue relating libra,1
bitch trying squash beef wen find pregnant hoe dont give fuck,1
sum bitch old brace,1
natitude okay going say comb yer beard lol wiggers,2
pornandroidiphoneipadsexxxx beach caught girl rubbing pussy nude beach,1
hoe shit,1
thing better bargain yankee bargain,2
arod like ugly bitch like fuck,1
marxist kike promoted antisemitism creating film incentive promote enemy,2
cuffing ring finger stay solo relationship letting hoe,1
bitch looking first day school,1
fuck bitch as,1
jealous bitch like dont subtweet hoe,1
got problem bitch aint one,1
livin hoe,1
fuck need fat bitch skinny bitch aint hungry mula hahaha,1
taking trash night,2
let tell yalli glass something sweetthis bitch brought full glass thinking thing start gulping,1
back nigeria faggot,0
guess confession trash none got posted famu,2
cumming pussy love,1
technology aint doin nothing making hoe look better,1
deep fried oreo,2
yahweh hand upon shadow hovers mefor sake house ysrahal mock day long,2
fat precious lookin as bitch big fat back barnyard lookin as bitch fix grammar still fat,0
elissa would call trash vile etc,2
lucky got bitch know cook clean wash everything,1
stevie playa tho lhhatlreunionhe aint playerhe stand solid behind bullshit bitch respect,1
type nicca owe money still ask blunt,1
got legacy bitch fuck yall legacy,1
bitch smd,1
better play part bitch dont smart bitch cuz might change heart,1
fuck talking told going tell nigga love white bitch gtf bro,0
searching incredible story white man quest find ingredient necessary make caribbean jerked chicken redneck land,1
fighting hoe one lamest thing,1
bitch dont love nobody ho everybody,1
errrnigga tryna fuck next nigga bitch knowin bitch next nigga bitch,1
especially since rick andrea banging comic bitch died already,1
luv hip hop check drying bitch turning insurance scam,1
draft drinking game chug beer everytime see black woman cry,2
lil hoe sitting across way fuckin loud like damn hoe sittin less foot shut hell,1
bye bitch blocking drew,1
cant wait wear warm fuzzy sweater,2
dont love hoe,1
tweetlikepontiacholmes pontiac sprinkler nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga,0
dryer bad as eye fag,0
side bitch wait til know wit lady text hey boo bitch gtfoh,1
pus pussy,1
whats wrong bitch breh,1
swear bitch wouldnt nothing worry dont know shut fuck,1
bitch mentioned ruffim done,1
niggaz bare backing every bitch,1
faggot fell asleep,1
turn bitch,1
dont stupid fucking bitch stupid fucking bitch,1
eyebrow like wall street home yall bitch wilding pencil,1
need clam half shell get deep fried clam neck,2
bailey gettin pussy,1
hoe,1
niggah,1
gucci cut throat use stay next door kenfolk limousine bitch pouring rent money,1
lol thanks bitch hahah vega aint ready lol,1
boy discover hoe,1
wait got ole lady still quenching girl unfaithful water fountain hoe,1
money hungry man bitch cant nuffin,1
sugar daddy following bitch fuckin hoe use friend bullshit,1
turn hoe house wife bet,1
eggplant emoji doey say looked like scream lmao,2
funniest one lmfaoooo swag bitch,1
bitch aint shit pussy greatest vice love smokin weed hate advice,1
fitzpatrick trash bruh,2
broke bitch talk shit bitch stunt,1
bird smacked right car window parked car window scared fuck outta,1
annie crazy hoe,1
dude bitch like confused,1
dink uknow thats true,2
egg sunny side nicca,2
cleveland nigga fly switcharoo bitch lie,1
faggot,1
claim macklemore favorite rapper also assuming watch wnba free time faggot,0
love bad bitch thats fuckin problem forreal real shit cant even help,1
leave teabaggers whine infrastructure one wont pay waiting god fix morningjoe,2
gon pussy mix concrete today teach pose like badass motherfucker let,1
nigga funny karma bitch good morning,1
big bird spoken weak,2
real rap fucked bitch lay day thats really disrespectful like bitch couldnt feel throw coming,1
illist bitch alive,1
hoe thought cute thats kissed,1
people like bae real quick like bitch dont play ill cut,1
didnt cover bitch wan talk shit,1
got link bro rambo fashoo got pull ona pussy boy,1
wth playing missy mean seriously movie gone trash,2
yellow paris fantastic effort allezwiggo vroomfroomenow last stage grab gocav tdf,2
nicca tip cant act shit taker,1
aint nobody got time dat ghetto black lady voice,1
invite fuck smell pussy across room man aint dinner cook bou,1
sick muzzie trash,1
dumb bitch award go thats uncle sam,1
feel bad woman continually flock darkness thug talk big talk simple minded hoe,1
know yall white folk playin wit colored know place,0
bitch happy maybe one female friend find bitvj,1
nigga like get time pussy get joke fam time zero,1
someone show hailie tweet bitch blocked,1
chilling sexy scally lad,2
stole grandpa wardrobe bitch,1
like hov said ghetto lol,1
bye bye charlie strong,2
excuse here nose found business hoe,1
sleep curve really bitch slept huh smh,1
ill keep comment tho ill laugh nigs,1
bae sings aint nun cut bitch much enthusiasm,1
nigger,1
never said hoe guilty consent as girl,1
dyke chick cut hair barbershop look like future,0
anyone noticed alien flaw retard crash landed earth mean dont know drive,1
nigger fully grown niglet,1
red hot chili pepper longest nipslip super bowl half time show history,2
call song bird generation,2
copy tweet ginzo,2
sitting waiting twitter explode yankee game end,2
fuck deeeez bitch,1
aint nothing cut bitch,1
boy yung thug fag,0
seems like weak faggot probably yea,1
aint nuthin retarded bout gucci gold rolex,1
miley turn ghetto,2
honestly performer red carpet trash hahahaahahahaha,2
bad bitch,1
found right good job unfollowing btw faggot,1
hairy pussy bitch type got herps,1
wrong nigger always causung mischief among people,0
ebola scary yall worried ebola ima getting hoe,1
bitch need bring as fucking practice,1
gone bring side bitch game know friend swear,1
man hoe know thejigisup,1
bitch givin head watch good burger,1
haha bitch team,1
man even considering plastic surgery gay gay gay imagine boy say get hoe get new lip,1
dirty whore love hoe love jesus watching,1
charlie sheen slam rihanna rejecting fiancee youre rude idiot bad wig,2
bitch yall come town east mall bitch fuck boy,1
nigga march looking hoe sure,1
know pen school cut bitch,1
basically sojust shrug youre worried looking like one good luck,1
whats bad bitch queen goal,1
demolishing huge bitch caring,1
soo putting cracker gregg,2
fat bitch,1
fucken cant stand little cunt write damn essay feel something facebook gross,1
shoutout macktown niccas,1
yall give farwells lulu yet shit kris bitch,1
speaking year pussy phenomenal,1
bitch cant retweet shit lol love hope youre great bday,1
lmao yall single hoe stay pregnant,1
smile hoe hate,1
good pick bird,2
really dont give fuck start got hoe fuck bitch shit deleting,1
got blushin like drake bitch lol,1
ever asked patience patience pussy mostly patience,1
bad bitch thing like,1
make hoe seem attractive yawn,1
relationship ended life stop whiny bitch,1
along french blue buggs bunny vii oreo iv,2
make paper ball trash,2
called pussy got blocked real quick bobby kelly cant say upset,1
sell dat pussy,1
bitch keep getting jealous loveeee ittttt,1
marrying avoid paying child support win yeah lolwe dont see hoe thats,1
none business nigga get living lol stealing one bitch,0
bitch bad island,1
jamal fool first called leprechaun said heart cant blue purple got yellow,2
nobody want bum except bum bitch,1
nite bitch,1
guess mess later sure else maybe trash lol yet maybe lottery,2
company sell menstrual pad pet dog called bitch diaper,1
one man trash another man wife,2
bos as bitch,1
rape cannibalism wont recognize original version fairy tale man wtf,2
nigga rock anything bad bitch post post social site want nigga sniff fart as crack like dope,1
charlie crist lead rick scott florida governor race every vote matter,2
got hold koala take selfies kangaroo saw bunch bad as bird prey pet fucking emu today wtf,1
fucked hoe nobody,1
new boyfriend every month doesnt mean youre gorgeous mean youre easy retarded,1
fuck bitch,1
get nail done hoe brag nigga got money cant even get fill tank,1
know bitch sell pussy,1
nigger,1
retweet dick choke bitch,1
good pussy nigga like funniest thing ive ever seen,1
finna make power move wit bitch tax gone straight long wat told,1
yeah know jeffs book one admits beating prisoner lying abo,2
bird wasnt port bird,2
bitch get job first,1
also dream went fob show fob rude getting badly hit creep,2
one man trash another man girlfriend,1
got bad spanish bitch,1
first chick bring hashbrowns waffle house right get pussy ate,1
reason called jesus monkey knew color farrakhanthetime,0
caught bitch cheatin work shes dude tryin get fuck slittin throat cut bitch head,1
straight pussy,1
thirsty basic as bitch,1
danny deep deep water many badass son bitch,1
nude trash got draw clothes back send back,1
hungry wont give bitch time day trying take care business,1
every time say dont like someone boxer rapper etc everyone bitch fucking head change opinion relax,1
arent going stick one garbage recycling going give single fuck putting trash,1
hey bitch get show theyd perfect kidding bitch part,1
tryna like steez bro got dem hoe rir,1
morgan park kid like pop fire cracker school,2
hotter pussy pepper patchwho make shit anyways,1
know grew skippy,2
make first impression best like nino brown ima cancel bitch,1
youre bad bitch whyre wearing sneaker,1
shit baltimore man hoe fine crazy,1
kind funny people tell havent seen year like home bitch,1
floyd mayweather stay badd bitch lol,1
tomyfutureson fuck dem hoe better love dem hoe,1
nicca still tired last night wtf,1
supposed attract bitch tutu though,1
bitch slapped brother,1
tell bitch nigga,1
real niggah want,1
yankee make playoff properly honor jeter oriole win,2
bitch wake,1
awk dont like nephew cousin race lmao broke ugly bitch fuck dont need,0
pussy,1
oomf fuckin fine tho dam dont bitch,1
get orange hoe,1
girl watch snapped front trying spook,2
nigga wear wig bitch day,0
dyke hear lady free,1
pregnant as bitch matter fact ima slip step as bitch,1
disgusting banned talking hiphop retard like belong retarded as logic,1
keep seeing hoe call hoeshoes confused,1
damn lispy mouth bitch knowsgood hell well tara wasnt damn roommate damn rock brain man lol,1
